Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Morrison, C; Huckvale, K; Corish, B; Banks, R; Grayson, M; Dorn, J; Sellen, A; Lindley, S",,,,"Morrison, Cecily; Huckvale, Kit; Corish, Bob; Banks, Richard; Grayson, Martin; Dorn, Jonas; Sellen, Abigail; Lindley, Sian",,,Visualizing Ubiquitously Sensed Measures of Motor Ability in Multiple Sclerosis: Reflections on Communicating Machine Learning in Practice,ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS,,,,Article,,,,,,,,"Sophisticated ubiquitous sensing systems are being used to measure motor ability in clinical settings. Intended to augment clinical decision-making, the interpretability of the machine-learning measurements underneath becomes critical to their use. We explore how visualization can support the interpretability of machine-learning measures through the case of Assess MS, a system to support the clinical assessment of Multiple Sclerosis. A substantial design challenge is to make visible the algorithm's decision-making process in a way that allows clinicians to integrate the algorithm's result into their own decision process. To this end, we present a series of design iterations that probe the challenges in supporting interpretability in a real-world system. The key contribution of this article is to illustrate that simply making visible the algorithmic decision-making process is not helpful in supporting clinicians in their own decision-making process. It disregards that people and algorithms make decisions in different ways. Instead, we propose that visualisation can provide context to algorithmic decision-making, rendering observable a range of internal workings of the algorithm from data quality issues to the web of relationships generated in the machine-learning process.","[Morrison, Cecily; Huckvale, Kit; Corish, Bob; Banks, Richard; Grayson, Martin; Dorn, Jonas; Sellen, Abigail; Lindley, Sian] Microsoft Res, Cambridge, England; [Morrison, Cecily; Huckvale, Kit; Corish, Bob; Banks, Richard; Grayson, Martin; Sellen, Abigail; Lindley, Sian] Microsoft Res Cambridge, 21 Stn Rd, Cambridge CB1 2FB, England; [Dorn, Jonas] Novartis Pharma AG, Digital Dev, Novartis Campus,WSJ 027-02-74, CH-4056 Basel, Switzerland",,"Morrison, C (corresponding author), Microsoft Res Cambridge, 21 Stn Rd, Cambridge CB1 2FB, England.",cecilym@microsoft.com; t-chhuck@microsoft.com; rcorish@microsoft.com; rbanks@microsoft.com; mgrayson@microsoft.com; Jonas.dorn@novartis.com; asellen@mircosoft.com; sianl@microsoft.com,,,,,,,,9,11,,,,,,,,,,,JUL,2018,8,2,,,SI,,,,12,10.1145/3181670,http://dx.doi.org/10.1145/3181670,,,,,,,,,,,,2025-05-29,WOS:000439628500006,View Full Record in Web of Science
J,"Kim, TW; Routledge, BR",,,,"Kim, Tae Wan; Routledge, Bryan R.",,,Why a Right to an Explanation of Algorithmic Decision-Making Should Exist: A Trust-Based Approach,BUSINESS ETHICS QUARTERLY,,,,Article,,,,,,,,"Businesses increasingly rely on algorithms that are data-trained sets of decision rules (i.e., the output of the processes often called machine learning) and implement decisions with little or no human intermediation. In this article, we provide a philosophical foundation for the claim that algorithmic decision-making gives rise to a right to explanation. It is often said that, in the digital era, informed consent is dead. This negative view originates from a rigid understanding that presumes informed consent is a static and complete transaction. Such a view is insufficient, especially when data are used in a secondary, noncontextual, and unpredictable manner-which is the inescapable nature of advanced artificial intelligence systems. We submit that an alternative view of informed consent-as an assurance of trust for incomplete transactions-allows for an understanding of why the rationale of informed consent already entails a right to ex post explanation.","[Kim, Tae Wan; Routledge, Bryan R.] Carnegie Mellon Univ, Sch Business, Pittsburgh, PA 15213 USA; [Routledge, Bryan R.] Univ British Columbia, Vancouver, BC, Canada",,"Kim, TW (corresponding author), Carnegie Mellon Univ, Sch Business, Pittsburgh, PA 15213 USA.",,,,,,,,,34,35,,,,,,,,,,,JAN,2022,32,1,,,,,75,102,PII S1052150X21000038,10.1017/beq.2021.3,http://dx.doi.org/10.1017/beq.2021.3,,MAY 2021,,,,,,,,,,2025-05-29,WOS:000743366400001,View Full Record in Web of Science
J,"Chondamrongkul, N; Temdee, P",,,,"Chondamrongkul, Nacha; Temdee, Punnarumol",,,Automatic Extraction of Ontological Explanation for Machine Learning-Based Systems,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,,,,Article,,,,,,,,"Machine learning has been implemented as a part of many software systems to support data-driven decisions and recommendations. The prominent machine learning technique is the artificial neural network, which lacks the explanation of how it produces the output. However, many application domains require algorithmic decision making to be transparent so explainability in these systems has been an important challenge. This paper proposes an automated framework that elicits the contributing rules describing how the neural network model makes decisions. The explainability of contributing rules can be measured and it is able to address issues in the training dataset. With the ontology representation of contributing rules, an individual decision can be automatically explained through ontology reasoning. We have developed a tool that supports applying our framework in practice. The evaluation has been conducted to assess the effectiveness of our framework using open datasets from different domains. The results prove that our framework performs well to explain the neural network models, as it can achieve the average accuracy of 81% to explain the subject models. Also, our framework takes significantly less time to process than the other technique.","[Chondamrongkul, Nacha; Temdee, Punnarumol] Mae Fah Luang Univ, Sch Informat Technol, Chiang Rai, Thailand",,"Chondamrongkul, N (corresponding author), Mae Fah Luang Univ, Sch Informat Technol, Chiang Rai, Thailand.",nacha.cho@mfu.ac.th; punnarumol@mfu.ac.th,,,,,,,,0,0,,,,,,,,,,,JAN,2023,33,1,,,,,133,156,,10.1142/S0218194022500802,http://dx.doi.org/10.1142/S0218194022500802,,JAN 2023,,,,,,,,,,2025-05-29,WOS:000923374100001,View Full Record in Web of Science
J,"Marmolejo-Ramos, F; Marrone, R; Korolkiewicz, M; Gabriel, F; Siemens, G; Joksimovic, S; Yamada, Y; Mori, Y; Rahwan, T; Sahakyan, M; Sonna, B; Meirmanov, A; Bolatov, A; Som, B; Ndukaihe, I; Arinze, NC; Kundrat, J; Skanderová, L; Ngo, V; Nguyen, G; Lacia, M; Kung, CC; Irmayanti, M; Muktadir, A; Samosir, FT; Liuzza, MT; Giorgini, R; Khatin-Zadeh, O; Banaruee, H; Özdogru, AA; Ariyabuddhiphongs, K; Rakchai, W; Trujillo, N; Valencia, SM; Janyan, A; Kostov, K; Montoro, PR; Hinojosa, J; Medeiros, K; Hunt, TE; Posada, J; Freitag, RMK; Tejada, J",,,,"Marmolejo-Ramos, Fernando; Marrone, Rebecca; Korolkiewicz, Malgorzata; Gabriel, Florence; Siemens, George; Joksimovic, Srecko; Yamada, Yuki; Mori, Yuki; Rahwan, Talal; Sahakyan, Maria; Sonna, Belona; Meirmanov, Assylbek; Bolatov, Aidos; Som, Bidisha; Ndukaihe, Izuchukwu; Arinze, Nwadiogo C.; Kundrat, Josef; Skanderova, Lenka; Ngo, Van-Giang; Nguyen, Giang; Lacia, Michelle; Kung, Chun-Chia; Irmayanti, Meiselina; Muktadir, Abdul; Samosir, Fransiska Timoria; Liuzza, Marco Tullio; Giorgini, Roberto; Khatin-Zadeh, Omid; Banaruee, Hassan; Ozdogru, Asil Ali; Ariyabuddhiphongs, Kris; Rakchai, Wachirawit; Trujillo, Natalia; Valencia, Stella Maris; Janyan, Armina; Kostov, Kiril; Montoro, Pedro R.; Hinojosa, Jose; Medeiros, Kelsey; Hunt, Thomas E.; Posada, Julian; Freitag, Raquel Meister Ko; Tejada, Julian",,,Factors influencing trust in algorithmic decision-making: an indirect scenario-based experiment,FRONTIERS IN ARTIFICIAL INTELLIGENCE,,,,Article,,,,,,,,"Algorithms are involved in decisions ranging from trivial to significant, but people often express distrust toward them. Research suggests that educational efforts to explain how algorithms work may help mitigate this distrust. In a study of 1,921 participants from 20 countries, we examined differences in algorithmic trust for low-stakes and high-stakes decisions. Our results suggest that statistical literacy is negatively associated with trust in algorithms for high-stakes situations, while it is positively associated with trust in low-stakes scenarios with high algorithm familiarity. However, explainability did not appear to influence trust in algorithms. We conclude that having statistical literacy enables individuals to critically evaluate the decisions made by algorithms, data and AI, and consider them alongside other factors before making significant life decisions. This ensures that individuals are not solely relying on algorithms that may not fully capture the complexity and nuances of human behavior and decision-making. Therefore, policymakers should consider promoting statistical/AI literacy to address some of the complexities associated with trust in algorithms. This work paves the way for further research, including the triangulation of data with direct observations of user interactions with algorithms or physiological measures to assess trust more accurately.","[Marmolejo-Ramos, Fernando] Flinders Univ Adelaide, Coll Educ Psychol & Social Work, Adelaide, SA, Australia; [Marrone, Rebecca; Korolkiewicz, Malgorzata; Gabriel, Florence; Siemens, George; Joksimovic, Srecko] Univ South Australia, Ctr Change & Complex Learning, Adelaide, SA, Australia; [Yamada, Yuki] Kyushu Univ, Fac Arts & Sci, Fukuoka, Japan; [Mori, Yuki] Kyushu Univ, Grad Sch Human Environm Studies, Fukuoka, Japan; [Rahwan, Talal; Sahakyan, Maria] New York Univ Abu Dhabi, Sci Div, Comp Sci, Abu Dhabi, U Arab Emirates; [Sonna, Belona] African Inst Math Sci AIMS, African Masters Machine Intelligence AMMI, Kigali, Rwanda; [Meirmanov, Assylbek] Astana Int Univ, Pedag Inst, Astana 020000, Kazakhstan; [Bolatov, Aidos] Astana Med Univ, Dept Gen & Biol Chem, Beibitshilik str 49a, Astana 010000, Kazakhstan; [Som, Bidisha] Indian Inst Technol Guwahati, Dept Humanities & Social Sci, Gauhati, Assam, India; [Ndukaihe, Izuchukwu; Arinze, Nwadiogo C.] Alex Ekwueme Fed Univ, Ebonyi, Nigeria; [Kundrat, Josef] Univ Ostrava, Fac Arts, Dept Psychol, Ostrava, Czech Republic; [Skanderova, Lenka] Tech Univ Ostrava, Fac Elect Engn & Comp Sci, Dept Comp Sci, Ostrava, Czech Republic; [Ngo, Van-Giang; Nguyen, Giang] Hanoi Univ, English Studies Dept, Hanoi, Vietnam; [Lacia, Michelle] Notre Dame Marbel Univ, Coll Arts & Sci, Alunan Ave, Cotabato 9506, Philippines; [Kung, Chun-Chia] Natl Cheng Kung Univ, Dept Psychol, Tainan, Taiwan; [Irmayanti, Meiselina] Univ Bengkulu, Dept Educ FKIP, Bengkulu, Indonesia; [Irmayanti, Meiselina] Natl Cheng Kung Univ, Int Doctoral Program Principles & Implicat Mind S, Tainan, Taiwan; [Muktadir, Abdul] Univ Bengkulu, Postgrad Program Basic Educ, Bengkulu, Indonesia; [Samosir, Fransiska Timoria] Univ Bengkulu, Lib & Informat Sci, Bengkulu, Indonesia; [Liuzza, Marco Tullio] Univ Padua, Dept Dev Psychol & Socializat, Padua, Italy; [Giorgini, Roberto] Magna Graecia Univ Catanzaro, Dept Med & Surg Sci, Catanzaro, Italy; [Khatin-Zadeh, Omid] Univ Elect Sci & Technol China, Sch Foreign Languages, Chengdu, Peoples R China; [Banaruee, Hassan] Univ Educ Weingarten, Dept Educ Psychol, Weingarten, Germany; Marmara Univ, Dept Dermatol, Istanbul, Turkiye; [Ariyabuddhiphongs, Kris; Rakchai, Wachirawit] Chulalongkorn Univ, Fac Psychol, Bangkok, Thailand; [Trujillo, Natalia; Valencia, Stella Maris] Univ Antioquia, Fac Publ Hlth, Medellin, Colombia; [Janyan, Armina; Kostov, Kiril] New Bulgarian Univ, Dept Cognit Sci & Psychol, Sofia, Bulgaria; [Janyan, Armina] New Bulgarian Univ, Res Ctr Cognit Sci, Sofia, Bulgaria; [Montoro, Pedro R.] Univ Nacl Educ Distancia UNED, Dept Psicol Basica 1, Madrid 28040, Spain; [Hinojosa, Jose] Univ Complutense Madrid, Inst Pluridisciplinar, Madrid, Spain; [Hinojosa, Jose] Univ Nebrija, Ctr Invest Nebrija Cogn CINC, Madrid, Spain; [Medeiros, Kelsey] Univ Nebraska Omaha, Dept Management, Omaha, NE USA; [Hunt, Thomas E.] Univ Derby, Derbyshire Business Sch, Derby, Derby, England; [Posada, Julian] Yale Univ, Dept Amer Studies, New Haven, CT 06520 USA; [Freitag, Raquel Meister Ko; Tejada, Julian] Univ Fed Sergipe, Dept Psicol, Sao Cristovao, Brazil",,"Marmolejo-Ramos, F (corresponding author), Flinders Univ Adelaide, Coll Educ Psychol & Social Work, Adelaide, SA, Australia.",fernando.marmolejoramos@flinders.edu.au,,,,,,,,1,1,,,,,,,,,,,FEB 4,2025,7,,,,,,,,1465605,10.3389/frai.2024.1465605,http://dx.doi.org/10.3389/frai.2024.1465605,,,,,,,,,,,,2025-05-29,WOS:001423376700001,View Full Record in Web of Science
J,"Brughmans, D; Melis, L; Martens, D",,,,"Brughmans, Dieter; Melis, Lissa; Martens, David",,,Disagreement amongst counterfactual explanations: how transparency can be misleading,TOP,,,,Article,,,,,,,,"Counterfactual explanations are increasingly used as an Explainable Artificial Intelligence (XAI) technique to provide stakeholders of complex machine learning algorithms with explanations for data-driven decisions. The popularity of counterfactual explanations resulted in a boom in the algorithms generating them. However, not every algorithm creates uniform explanations for the same instance. Even though in some contexts multiple possible explanations are beneficial, there are circumstances where diversity amongst counterfactual explanations results in a potential disagreement problem among stakeholders. Ethical issues arise when for example, malicious agents use this diversity to fairwash an unfair machine learning model by hiding sensitive features. As legislators worldwide tend to start including the right to explanations for data-driven, high-stakes decisions in their policies, these ethical issues should be understood and addressed. Our literature review on the disagreement problem in XAI reveals that this problem has never been empirically assessed for counterfactual explanations. Therefore, in this work, we conduct a large-scale empirical analysis, on 40 data sets, using 12 explanation-generating methods, for two black-box models, yielding over 192,000 explanations. Our study finds alarmingly high disagreement levels between the methods tested. A malicious user is able to both exclude and include desired features when multiple counterfactual explanations are available. This disagreement seems to be driven mainly by the data set characteristics and the type of counterfactual algorithm. XAI centers on the transparency of algorithmic decision-making, but our analysis advocates for transparency about this self-proclaimed transparency.","[Brughmans, Dieter; Martens, David] Univ Antwerp, Engn Management Dept, Prinsstr 13, B-2000 Antwerp, Belgium; [Melis, Lissa] Penn State Univ, Civil & Environm Engn Dept, 212 Sackett Bldg, University Pk, PA 16802 USA; [Melis, Lissa] Maastricht Univ, Sch Business & Econ, Tongersestr 53, NL-6211 LM Maastricht, Netherlands",,"Melis, L (corresponding author), Penn State Univ, Civil & Environm Engn Dept, 212 Sackett Bldg, University Pk, PA 16802 USA.;Melis, L (corresponding author), Maastricht Univ, Sch Business & Econ, Tongersestr 53, NL-6211 LM Maastricht, Netherlands.",dieter.brughmans@uantwerpen.be; lissa.melis@maastrichtuniversity.nl; david.martens@uantwerpen.be,,,,,,,,4,4,,,,,,,,,,,OCT,2024,32,3,,,SI,,429,462,,10.1007/s11750-024-00670-2,http://dx.doi.org/10.1007/s11750-024-00670-2,,MAY 2024,,,,,,,,,,2025-05-29,WOS:001216045100001,View Full Record in Web of Science
J,"Kaur, D; Uslu, S; Rittichier, KJ; Durresi, A",,,,"Kaur, Davinder; Uslu, Suleyman; Rittichier, Kaley J.; Durresi, Arjan",,,Trustworthy Artificial Intelligence: A Review,ACM COMPUTING SURVEYS,,,,Review,,,,,,,,"Artificial intelligence (AI) and algorithmic decision making are having a profound impact on our daily lives. These systems are vastly used in different high-stakes applications like healthcare, business, government, education, and justice, moving us toward a more algorithmic society. However, despite so many advantages of these systems, they sometimes directly or indirectly cause harm to the users and society. Therefore, it has become essential to make these systems safe, reliable, and trustworthy. Several requirements, such as fairness, explainability, accountability, reliability, and acceptance, have been proposed in this direction to make these systems trustworthy. This survey analyzes all of these different requirements through the lens of the literature. It provides an overview of different approaches that can help mitigate AI risks and increase trust and acceptance of the systems by utilizing the users and society. It also discusses existing strategies for validating and verifying these systems and the current standardization efforts for trustworthy AI. Finally, we present a holistic view of the recent advancements in trustworthy AI to help the interested researchers grasp the crucial facets of the topic efficiently and offer possible future research directions.","[Kaur, Davinder; Uslu, Suleyman; Rittichier, Kaley J.; Durresi, Arjan] Indiana Univ Purdue Univ, Comp & Informat Sci, 723 W Michigan St, Indianapolis, IN 46202 USA",,"Kaur, D (corresponding author), Indiana Univ Purdue Univ, Comp & Informat Sci, 723 W Michigan St, Indianapolis, IN 46202 USA.",davikaur@iu.edu; suslu@iu.edu; krittich@iu.edu; adurresi@iupui.edu,,,,,,,,261,274,,,,,,,,,,,MAR,2023,55,2,,,,,,,39,10.1145/3491209,http://dx.doi.org/10.1145/3491209,,,,,,,,,,,,2025-05-29,WOS:000778458900016,View Full Record in Web of Science
J,"Chauhan, C; Gullapalli, RR",,,,"Chauhan, Chhavi; Gullapalli, Rama R.",,,Ethics of AI in Pathology Current Paradigms and Emerging Issues,AMERICAN JOURNAL OF PATHOLOGY,,,,Review,,,,,,,,"Deep learning has rapidly advanced artificial intelligence (AI) and algorithmic decision-making (ADM) paradigms, affecting many traditional fields of medicine, including pathology, which is a heavily datacentric specialty of medicine. The structured nature of pathology data repositories makes it highly attractive to AI researchers to train deep learning models to improve health care delivery. Additionally, there are enormous financial incentives driving adoption of AI and ADM due to promise of increased efficiency of the health care delivery process. AI, if used unethically, may exacerbate existing inequities of health care, especially if not implemented correctly. There is an urgent need to harness the vast power of AI in an ethically and morally justifiable manner. This review explores the key issues involving AI ethics in pathology. Issues related to ethical design of pathology AI studies and the potential risks associated with implementation of AI and ADM within the pathology workflow are discussed. Three key foundational principles of ethical AI: transparency, accountability, and governance, are described in the context of pathology. The future practice of pathology must be guided by these principles. Pathologists should be aware of the potential of AI to deliver superlative health care and the ethical pitfalls associated with it. Finally, pathologists must have a seat at the table to drive future implementation of ethical AI in the practice of pathology.","[Chauhan, Chhavi] Amer Soc Invest Pathol, Rockville, MD 20852 USA; [Gullapalli, Rama R.] Univ New Mexico, Dept Pathol, Albuquerque, NM 87131 USA; [Gullapalli, Rama R.] Univ New Mexico, Dept Chem & Biol Engn, Albuquerque, NM 87131 USA",,"Chauhan, C (corresponding author), Univ New Mexico, Room 333A,MSC08-4640, Albuquerque, NM 87131 USA.",rgullapalli@salud.unm.edu,,,,,,,,38,38,,,,,,,,,,,OCT,2021,191,10,,,,,1673,1683,,10.1016/j.ajpath.2021.06.011,http://dx.doi.org/10.1016/j.ajpath.2021.06.011,,SEP 2021,,,,,,,,,,2025-05-29,WOS:000701844500003,View Full Record in Web of Science
J,"Nguyen, AP; Vasilaki, S; Martnez, MR",,,,"Nguyen, An-Phi; Vasilaki, Stefania; Martinez, Maria Rodriguez",,,FLAN: feature-wise latent additive neural models for biological applications,BRIEFINGS IN BIOINFORMATICS,,,,Article,,,,,,,,"Motivation: Interpretability has become a necessary feature for machine learning models deployed in critical scenarios, e.g. legal system, healthcare. In these situations, algorithmic decisions may have (potentially negative) long-lasting effects on the end-user affected by the decision. While deep learning models achieve impressive results, they often function as a black-box. Inspired by linear models, we propose a novel class of structurally constrained deep neural networks, which we call FLAN (Feature-wise Latent Additive Networks). Crucially, FLANs process each input feature separately, computing for each of them a representation in a common latent space. These feature-wise latent representations are then simply summed, and the aggregated representation is used for the prediction. These feature-wise representations allow a user to estimate the effect of each individual feature independently from the others, similarly to the way linear models are interpreted.: Results: We demonstrate FLAN on a series of benchmark datasets in different biological domains. Our experiments show that FLAN achieves good performances even in complex datasets (e.g. TCR-epitope binding prediction), despite the structural constraint we imposed. On the other hand, this constraint enables us to interpret FLAN by deciphering its decision process, as well as obtaining biological insights (e.g. by identifying the marker genes of different cell populations). In supplementary experiments, we show similar performances also on non-biological datasets.Code and data availabilityCode and example data are available at .","[Nguyen, An-Phi] Swiss Fed Inst Technol, Zurich, Switzerland; [Vasilaki, Stefania] IBM Res Europe, Computat Syst Biol Grp, Zurich, Switzerland; [Vasilaki, Stefania] Roche, Basel, Switzerland; [Martinez, Maria Rodriguez] IBM Corp, Zurich, Switzerland",,"Nguyen, AP (corresponding author), Swiss Fed Inst Technol, Zurich, Switzerland.;Martnez, MR (corresponding author), IBM Corp, Zurich, Switzerland.",nguyen.phineas@gmail.com; mrm@zurich.ibm.com,,,,,,,,1,1,,,,,,,,,,,MAY 19,2023,24,3,,,,,,,,10.1093/bib/bbad056,http://dx.doi.org/10.1093/bib/bbad056,,APR 2023,,,,,,,,,,2025-05-29,WOS:000967483900001,View Full Record in Web of Science
J,"Yang, Y; Wu, Y; Chang, XY; Li, M; Tan, Y",,,,"Yang, Yi; Wu, Ying; Chang, Xiangyu; Li, Mei; Tan, Yong",,,Toward a Fairness-Aware Scoring System for Algorithmic Decision-Making,PRODUCTION AND OPERATIONS MANAGEMENT,,,,Article; Early Access,,,,,,,,"Scoring systems, as a type of predictive model, have significant advantages in interpretability and transparency and facilitate quick decision-making. As such, scoring systems have been extensively used in a wide variety of industries, such as healthcare and criminal justice. However, the fairness issues in these models have long been criticized, and the use of big data and machine learning (ML) algorithms in the construction of scoring systems heightens this concern. This article proposes a general framework to create fairness-aware, data-driven scoring systems. First, we develop a social welfare function that incorporates both efficiency and group fairness. Then, we transform the social welfare maximization problem into the risk minimization task in ML, and derive a fairness-aware scoring system with the help of mixed-integer programming. Lastly, several theoretical bounds are derived for providing parameter selection suggestions. Our proposed framework provides a suitable solution to address group fairness concerns in developing scoring systems. It enables policymakers to set and customize their desired fairness requirements as well as other application-specific constraints. We test the proposed algorithm with several empirical data sets. Experimental evidence supports the effectiveness of the proposed scoring system in achieving the optimal welfare of stakeholders and in balancing the needs for interpretability, fairness, and efficiency.","[Yang, Yi] Arizona State Univ, W P Carey Sch Business, Dept Informat Syst, Tempe, AZ USA; [Wu, Ying; Chang, Xiangyu] Xi An Jiao Tong Univ, Sch Management, Dept Informat Syst & Intelligent Business, 28 Xianning West Rd, Xian 710049, Shaanxi, Peoples R China; [Li, Mei] Univ Oklahoma, Price Coll Business, Div Mkt & Supply Chain Management, Norman, OK USA; [Tan, Yong] Univ Washington, Michael G Foster Sch Business, Dept Informat Syst & Operat Management, Seattle, WA USA",,"Chang, XY (corresponding author), Xi An Jiao Tong Univ, Sch Management, Dept Informat Syst & Intelligent Business, 28 Xianning West Rd, Xian 710049, Shaanxi, Peoples R China.",xiangyuchang@xjtu.edu.cn,,,,,,,,0,0,,,,,,,,,,,2025 JAN 30,2025,,,,,,,,,,10.1177/10591478251318918,http://dx.doi.org/10.1177/10591478251318918,,JAN 2025,,,,,,,,,,2025-05-29,WOS:001492615200001,View Full Record in Web of Science
J,"Maier, M; Carlotto, H; Saperstein, S; Sanchez, F; Balogun, S; Merritt, S",,,,"Maier, Marc; Carlotto, Hayley; Saperstein, Sara; Sanchez, Freddie; Balogun, Sherriff; Merritt, Sears",,,Improving the Accuracy and Transparency of Underwriting with Artificial Intelligence to Transform the Life-Insurance Industry,AI MAGAZINE,,,,Article,,,,,,,,"Life insurance provides trillions of dollars of financial security for hundreds of millions of individuals and families worldwide. To simultaneously offer affordable products while managing this financial ecosystem, life-insurance companies use an underwriting process to assess the mortality risk posed by individual applicants. Traditional underwriting is largely based on examining an applicant's health and behavioral profile. This manual process is incompatible with expectations of a rapid customer experience through digital capabilities. Fortunately, the availability of large historical data sets and the emergence of new data sources provide an unprecedented opportunity for artificial intelligence to transform underwriting in the life-insurance industry with standard measures of mortality risk. We combined one of the largest application data sets in the industry with a responsible artificial intelligence framework to develop a mortality model and life score. We describe how the life score serves as the primary risk-driving engine of deployed algorithmic underwriting systems and demonstrate its high level of accuracy, yielding a nine-percent reduction in claims within the healthiest pool of applicants. Additionally, we argue that, by embracing transparency, the industry can build consumer trust and respond to a dynamic regulatory environment focused on algorithmic decision-making. We present a consumer-facing tool that uses a state-of-the-art method for interpretable machine learning to off er transparency into the life score.","[Maier, Marc] MassMutual, Data Sci Team, Springfield, MA 01111 USA; [Maier, Marc] MassMutual, Data Sci Dev Program, Springfield, MA 01111 USA; [Carlotto, Hayley; Saperstein, Sara; Balogun, Sherriff] MassMutual, Springfield, MA USA; [Sanchez, Freddie] MassMutual, Customer Journey Grp, Springfield, MA USA; [Balogun, Sherriff] MassMutual, Technol & Experience Org, Springfield, MA USA; [Balogun, Sherriff] Springfield Publ Sch, Springfield, MA USA; [Merritt, Sears] MassMutual, Strategy & Architecture Org, Springfield, MA USA",,"Maier, M (corresponding author), MassMutual, Data Sci Team, Springfield, MA 01111 USA.;Maier, M (corresponding author), MassMutual, Data Sci Dev Program, Springfield, MA 01111 USA.",,,,,,,,,10,11,,,,,,,,,,,FAL,2020,41,3,,,,,78,93,,,,,,,,,,,,,,,2025-05-29,WOS:000574631600006,View Full Record in Web of Science
J,"Chen, CL; Golubchik, L; Pal, R",,,,"Chen, Chien-Lun; Golubchik, Leana; Pal, Ranjan",,,Achieving Transparency Report Privacy in Linear Time,ACM JOURNAL OF DATA AND INFORMATION QUALITY,,,,Article,,,,,,,,"An accountable algorithmic transparency report (ATR) should ideally investigate (a) transparency of the underlying algorithm, and (b) fairness of the algorithmic decisions, and at the same time preserve data subjects' privacy. However, a provably formal study of the impact to data subjects' privacy caused by the utility of releasing an ATR (that investigates transparency and fairness), has yet to be addressed in the literature. The far-fetched benefit of such a study lies in the methodical characterization of privacy-utility trade-offs for release of ATRs in public, and their consequential application-specific impact on the dimensions of society, politics, and economics. In this paper, we first investigate and demonstrate potential privacy hazards brought on by the deployment of transparency and fairness measures in released ATRs. To preserve data subjects' privacy, we then propose a linear-time optimal-privacy scheme, built upon standard linear fractional programming (LFP) theory, for announcing ATRs, subject to constraints controlling the tolerance of privacy perturbation on the utility of transparency schemes. Subsequently, we quantify the privacy-utility trade-offs induced by our scheme, and analyze the impact of privacy perturbation on fairness measures in ATRs. To the best of our knowledge, this is the first analytical work that simultaneously addresses trade-offs between the triad of privacy, utility, and fairness, applicable to algorithmic transparency reports.","[Chen, Chien-Lun; Golubchik, Leana] Univ Southern Calif, 941 Bloom Walk, Los Angeles, CA 90089 USA; [Pal, Ranjan] Univ Michigan, 1301 Beal Ave, Ann Arbor, MI 48109 USA; [Chen, Chien-Lun] Amazon Com Serv LLC, 10300 Campus Point Dr, San Diego, CA 92121 USA",,"Chen, CL (corresponding author), Univ Southern Calif, 941 Bloom Walk, Los Angeles, CA 90089 USA.",chienluc@amazon.com; leana@usc.edu; palr@umich.edu,,,,,,,,1,1,,,,,,,,,,,JUN,2022,14,2,,,SI,,,,8,10.1145/3460001,http://dx.doi.org/10.1145/3460001,,,,,,,,,,,,2025-05-29,WOS:000786545000003,View Full Record in Web of Science
